C_id,P_id,W_id,Platform,OrderDate,year,quantity
12069,411858,20900,Amazon,03-07-2010,2010,1
12070,411859,20901,Amazon,11-06-2011,2011,1
12071,411860,20992,Amazon,03-12-2012,2012,1
12072,411861,21041,Amazon,09-10-2015,2015,3
12073,411862,21069,Amazon,06-05-2017,2017,3
12074,411863,21136,Amazon,02-11-2010,2010,3
12075,411864,21149,Amazon,09-03-2012,2012,3
12076,411865,21192,Amazon,08-06-2016,2016,3
12077,411866,21193,Amazon,07-04-2013,2013,3
12078,411867,21203,Flipkart,08-07-2016,2016,3
12079,411868,21207,Snapdeal,12-09-2015,2015,3
12080,411869,21254,Snapdeal,04-01-2010,2010,3
12081,411870,21259,Snapdeal,01-10-2017,2017,3
12082,411871,21265,Snapdeal,07-07-2012,2012,3
12083,411872,21380,Flipkart,03-12-2015,2015,3
12084,411873,21386,Flipkart,04-03-2012,2012,2
12085,411874,21390,Flipkart,02-11-2011,2011,2
12086,411875,21450,Snapdeal,06-04-2012,2012,1
12087,411876,21455,Snapdeal,10-09-2012,2012,1
12088,411877,21456,Snapdeal,04-05-2012,2012,1
12089,411878,22222,Snapdeal,10-02-2011,2011,1
12090,411879,22229,Snapdeal,01-02-2015,2015,1
12091,411880,22232,Snapdeal,09-02-2012,2012,2
12092,411881,12237,Snapdeal,02-03-2015,2015,2
12093,411882,22249,Snapdeal,10-09-2011,2011,2
12094,411883,21193,Snapdeal,07-10-2014,2014,2
12095,411884,21203,Snapdeal,07-12-2010,2010,2
12096,411885,21207,Snapdeal,10-08-2011,2011,2
12097,411886,21254,Snapdeal,04-01-2016,2016,2
12098,411887,21259,Snapdeal,12-09-2013,2013,2
12099,411888,21265,Snapdeal,11-06-2016,2016,2
12100,411889,21380,Snapdeal,10-03-2016,2016,2
12101,411890,21386,Amazon,03-08-2013,2013,1
12102,411891,21390,Amazon,11-10-2012,2012,1
12103,411892,21450,Amazon,10-06-2010,2010,1
12104,411893,21455,Snapdeal,01-07-2014,2014,1
12105,411894,21456,Snapdeal,09-01-2014,2014,1
12106,411895,22222,Snapdeal,02-09-2014,2014,1
12107,411896,22229,Flipkart,02-03-2013,2013,1
12108,411897,22232,Flipkart,08-12-2012,2012,1
12109,411898,21193,Flipkart,09-05-2015,2015,1
12110,411899,21203,Flipkart,06-06-2010,2010,2
12111,411900,21207,Flipkart,06-04-2012,2012,1
12112,411901,21254,Flipkart,07-02-2016,2016,2
12113,411902,21259,Flipkart,03-07-2013,2013,3
12114,411903,21265,Flipkart,01-01-2011,2011,3
12115,411904,21380,Flipkart,02-06-2012,2012,3
12116,411905,21386,Flipkart,07-04-2017,2017,4
12117,411906,21390,Snapdeal,06-06-2011,2011,1
12118,411907,21450,Snapdeal,07-04-2013,2013,2
12119,411908,21455,Snapdeal,04-02-2010,2010,1
12120,411909,21456,Amazon,04-09-2011,2011,1
12121,411910,22222,Amazon,09-08-2012,2012,1
12122,411911,22229,Amazon,07-10-2012,2012,1
12123,411912,22232,Amazon,09-09-2010,2010,1
12124,411913,12237,Amazon,08-04-2012,2012,1
12125,411914,22249,Amazon,07-08-2013,2013,1
12126,411915,22253,Amazon,02-05-2015,2015,2
12127,411916,22256,Amazon,11-06-2016,2016,2
12128,411917,22260,Flipkart,04-06-2013,2013,1
12129,411918,20512,Flipkart,08-12-2014,2014,1
12130,411919,20695,Snapdeal,06-08-2016,2016,1
12131,411920,20826,Amazon,09-09-2015,2015,1
12132,411921,20836,Snapdeal,01-04-2017,2017,1
12133,411922,20900,Snapdeal,10-08-2015,2015,1
12134,411923,20901,Snapdeal,04-02-2017,2017,3
12135,411924,20992,Snapdeal,11-04-2012,2012,4
12136,411925,21041,Amazon,01-07-2014,2014,2
12137,411926,21069,Amazon,04-03-2014,2014,1
12138,411927,21136,Amazon,12-07-2012,2012,2
12139,411928,21149,Amazon,07-11-2015,2015,3
12140,411929,21192,Amazon,05-12-2016,2016,4
12141,411930,21193,Amazon,04-10-2011,2011,1
12142,411931,21203,Amazon,01-05-2013,2013,1
12143,411932,21207,Amazon,09-08-2012,2012,1
12144,411933,21254,Amazon,01-05-2013,2013,1
12145,411934,21259,Amazon,06-11-2010,2010,1
12146,411935,21265,Amazon,02-06-2013,2013,1
12147,411936,21380,Amazon,08-12-2013,2013,1
12148,411937,21386,Amazon,07-08-2011,2011,1
12149,411938,21390,Flipkart,12-01-2014,2014,1
12150,411939,21450,Snapdeal,05-11-2012,2012,1
12151,411940,21455,Snapdeal,01-12-2015,2015,1
12152,411941,21456,Snapdeal,08-06-2014,2014,1
12153,411942,22222,Snapdeal,05-06-2013,2013,1
12154,411943,22229,Flipkart,04-11-2012,2012,1
12155,411944,22232,Flipkart,11-10-2016,2016,1
12156,411945,12237,Flipkart,09-05-2012,2012,1
12157,411946,22249,Snapdeal,02-01-2016,2016,1
12158,411947,21193,Snapdeal,02-07-2017,2017,1
12159,411948,21203,Snapdeal,11-06-2011,2011,1
12160,411949,21207,Snapdeal,03-04-2017,2017,1
12161,411950,21254,Snapdeal,02-12-2011,2011,1
12162,411951,20901,Snapdeal,04-05-2012,2012,1
12163,411952,20992,Snapdeal,04-03-2016,2016,1
12164,411953,21041,Snapdeal,12-12-2012,2012,1
12165,411954,21069,Snapdeal,11-11-2013,2013,1
12166,411955,21136,Snapdeal,01-10-2017,2017,1
12167,411956,21149,Snapdeal,06-08-2014,2014,1
12168,411957,21192,Snapdeal,08-05-2015,2015,1
12169,411958,21193,Snapdeal,08-09-2012,2012,1
12170,411959,21203,Snapdeal,09-10-2012,2012,1
12171,411960,21207,Snapdeal,09-10-2015,2015,1
12172,411961,21450,Amazon,04-01-2016,2016,1
12173,411962,21455,Amazon,10-05-2013,2013,1
12174,411963,21456,Amazon,01-07-2013,2013,1
12175,411964,22222,Snapdeal,12-01-2010,2010,1
12176,411965,22229,Snapdeal,01-10-2017,2017,1
12177,411966,22232,Snapdeal,07-08-2017,2017,1
12178,411967,12237,Flipkart,12-05-2011,2011,1
12179,411968,22249,Flipkart,12-04-2015,2015,1
12180,411969,22253,Flipkart,01-12-2017,2017,1
12181,411970,22256,Flipkart,12-09-2014,2014,1
12182,411971,22260,Flipkart,04-10-2013,2013,1
12183,411972,20512,Flipkart,11-12-2014,2014,1
12184,411973,20695,Flipkart,09-02-2014,2014,3
12185,411974,20826,Flipkart,11-08-2010,2010,3
12186,411975,20836,Flipkart,07-10-2011,2011,3
12187,411976,20900,Flipkart,02-10-2010,2010,3
12188,411977,20901,Snapdeal,10-06-2011,2011,3
12189,411978,20992,Snapdeal,12-05-2013,2013,3
12190,411979,21041,Snapdeal,11-05-2010,2010,3
12191,411980,21069,Amazon,02-01-2012,2012,3
12192,411981,21136,Amazon,04-12-2015,2015,3
12193,411982,21149,Amazon,03-08-2013,2013,3
12194,411983,21192,Amazon,10-04-2012,2012,3
12195,411984,21193,Amazon,07-01-2010,2010,3
12196,411985,21203,Amazon,10-05-2012,2012,2
12197,411986,21207,Amazon,11-01-2010,2010,2
12198,411987,21254,Amazon,03-02-2017,2017,1
12199,411988,21259,Flipkart,08-11-2010,2010,1
12200,411989,21265,Flipkart,01-04-2015,2015,1
12201,411990,21380,Snapdeal,11-12-2014,2014,1
12202,411991,21386,Amazon,01-03-2011,2011,1
12203,411992,21390,Snapdeal,02-10-2011,2011,2
12204,411993,21450,Snapdeal,05-11-2016,2016,2
12205,411994,21455,Snapdeal,03-12-2017,2017,2
12206,411995,21456,Snapdeal,02-10-2011,2011,2
12207,411996,22222,Amazon,08-07-2010,2010,2
12208,411997,22229,Amazon,11-09-2016,2016,2
12209,411998,22232,Amazon,01-08-2014,2014,2
12210,411999,12237,Amazon,09-09-2014,2014,2
12211,412000,22249,Amazon,11-08-2010,2010,2
12212,412001,21193,Amazon,07-11-2012,2012,2
12213,412002,21203,Amazon,05-11-2015,2015,1
12214,412003,21207,Amazon,01-10-2012,2012,1
12215,412004,21254,Amazon,06-07-2017,2017,1
12216,412005,21259,Amazon,11-08-2016,2016,1
12217,412006,21265,Amazon,11-05-2016,2016,1
12218,412007,21380,Amazon,01-05-2016,2016,1
12219,412008,21386,Amazon,12-10-2012,2012,1
12220,412009,21390,Flipkart,12-06-2011,2011,1
12221,412010,21450,Snapdeal,02-11-2012,2012,1
12223,412011,21455,Snapdeal,08-10-2014,2014,2
12224,412012,21456,Snapdeal,08-06-2014,2014,1
12225,412013,22222,Snapdeal,02-03-2011,2011,2
12226,412014,22229,Flipkart,03-12-2012,2012,3
12227,412015,22232,Flipkart,09-01-2013,2013,3
12228,412016,21193,Flipkart,11-11-2013,2013,3
12230,412017,21203,Snapdeal,03-05-2012,2012,4
12231,412018,21207,Snapdeal,04-04-2014,2014,1
12233,412019,21254,Snapdeal,09-03-2013,2013,2
12234,412020,21259,Snapdeal,10-04-2015,2015,1
12235,412021,21265,Snapdeal,05-02-2015,2015,1
12236,412022,21380,Snapdeal,12-12-2014,2014,1
12238,412023,21386,Snapdeal,10-01-2012,2012,1
12239,412024,21390,Snapdeal,10-03-2011,2011,1
12240,412025,21450,Snapdeal,01-10-2016,2016,1
12241,412026,21455,Snapdeal,10-09-2011,2011,1
12242,412027,21456,Snapdeal,03-08-2015,2015,1
12243,412028,22222,Snapdeal,09-03-2014,2014,2
12244,412029,22229,Snapdeal,12-11-2016,2016,2
12245,412030,22232,Snapdeal,02-04-2012,2012,1
12246,412031,12237,Snapdeal,07-11-2017,2017,1
12247,412032,22249,Amazon,10-06-2013,2013,1
12248,412033,22253,Amazon,08-06-2014,2014,1
12250,412034,22256,Amazon,12-01-2011,2011,1
12251,412035,22260,Snapdeal,02-01-2016,2016,1
12252,412036,20512,Snapdeal,05-08-2012,2012,3
12254,412037,20695,Snapdeal,06-09-2016,2016,4
12255,412038,20826,Flipkart,01-09-2011,2011,2
12257,412039,20836,Flipkart,04-10-2011,2011,1
12258,412040,20900,Flipkart,02-07-2010,2010,2
12259,412041,20901,Flipkart,11-12-2015,2015,3
12261,412042,20992,Flipkart,12-11-2014,2014,4
12262,412043,21041,Flipkart,01-05-2010,2010,1
12263,412044,21069,Flipkart,05-09-2011,2011,1
12264,412045,21136,Flipkart,07-04-2011,2011,1
12265,412046,21149,Flipkart,05-12-2012,2012,1
12266,412047,21192,Flipkart,02-05-2012,2012,1
12267,412048,21193,Snapdeal,04-12-2016,2016,1
12268,412049,21203,Snapdeal,07-01-2014,2014,1
12269,412050,21207,Snapdeal,01-09-2013,2013,1
12270,412051,21254,Amazon,05-04-2013,2013,1
12271,412052,21259,Amazon,04-11-2010,2010,1
12272,412053,21265,Amazon,03-11-2012,2012,1
12273,412054,21380,Amazon,09-11-2014,2014,1
12274,412055,21386,Amazon,05-08-2011,2011,1
12275,412056,21390,Amazon,04-08-2014,2014,1
12276,412057,21450,Amazon,12-12-2013,2013,1
12277,412058,21455,Amazon,05-04-2017,2017,1
12278,412059,21456,Flipkart,11-11-2010,2010,1
12279,412060,22222,Flipkart,02-07-2011,2011,1
12280,412061,22229,Snapdeal,06-01-2011,2011,1
12281,412062,22232,Amazon,04-03-2012,2012,1
12282,412063,12237,Snapdeal,03-11-2011,2011,1
12283,412064,22249,Snapdeal,09-02-2016,2016,1
12284,412065,21193,Snapdeal,03-06-2011,2011,1
12285,412066,21203,Snapdeal,05-04-2014,2014,1
12286,412067,21207,Amazon,01-09-2013,2013,1
12287,412068,21254,Amazon,08-05-2010,2010,1
12288,412069,20901,Amazon,07-04-2017,2017,1
12289,412070,20992,Amazon,01-07-2014,2014,1
12290,412071,21041,Amazon,12-07-2011,2011,1
12291,412072,21069,Amazon,06-11-2013,2013,1
12292,412073,21136,Amazon,10-01-2013,2013,1
12293,412074,21149,Amazon,09-07-2016,2016,1
12294,412075,21192,Amazon,07-03-2014,2014,1
12295,412076,21193,Amazon,05-06-2014,2014,1
12296,412077,21203,Amazon,12-05-2014,2014,1
12297,412078,21207,Amazon,12-07-2014,2014,1
12298,412079,21254,Amazon,04-06-2016,2016,1
12299,412080,21259,Flipkart,03-12-2014,2014,1
12300,412081,21265,Snapdeal,11-10-2011,2011,1
12301,412082,21380,Snapdeal,01-06-2010,2010,1
12302,412083,21386,Snapdeal,04-10-2014,2014,1
12303,412084,21390,Snapdeal,06-06-2010,2010,1
12304,412085,21450,Flipkart,10-02-2011,2011,1
12305,412086,21455,Flipkart,03-12-2011,2011,3
12306,412087,21456,Flipkart,03-08-2015,2015,3
12307,412088,22222,Snapdeal,03-01-2010,2010,3
12308,412089,22229,Snapdeal,06-09-2014,2014,3
12309,412090,22232,Snapdeal,08-05-2016,2016,3
12310,412091,12237,Snapdeal,11-12-2012,2012,3
12311,412092,22249,Snapdeal,07-12-2010,2010,3
12312,412093,22253,Snapdeal,02-09-2010,2010,3
12313,412094,22256,Snapdeal,12-09-2014,2014,3
12314,412095,22260,Snapdeal,08-12-2015,2015,3
12315,412096,20512,Snapdeal,03-06-2014,2014,3
12316,412097,20695,Snapdeal,10-10-2015,2015,3
12317,412098,20826,Snapdeal,01-03-2015,2015,2
12318,412099,20836,Snapdeal,05-03-2011,2011,2
12319,412100,20900,Snapdeal,11-07-2012,2012,1
12320,412101,20901,Snapdeal,05-10-2017,2017,1
12321,412102,20992,Snapdeal,12-01-2012,2012,1
12322,412103,21041,Amazon,05-03-2012,2012,1
12323,412104,21069,Amazon,08-09-2013,2013,1
12324,412105,21136,Amazon,09-08-2015,2015,2
12325,412106,21149,Snapdeal,09-05-2015,2015,2
12326,412107,21192,Snapdeal,06-04-2014,2014,2
12327,412108,21193,Snapdeal,09-06-2012,2012,2
12328,412109,21203,Flipkart,06-07-2015,2015,2
12329,412110,21207,Flipkart,07-06-2017,2017,2
12330,412111,21254,Flipkart,12-06-2011,2011,2
12331,412112,21259,Flipkart,05-01-2014,2014,2
12332,412113,21265,Flipkart,02-05-2013,2013,2
12333,412114,21380,Flipkart,01-02-2015,2015,2
12334,412115,21386,Flipkart,06-06-2011,2011,1
12335,412116,21390,Flipkart,05-02-2012,2012,1
12336,412117,21450,Flipkart,05-11-2010,2010,1
12337,412118,21455,Flipkart,01-06-2010,2010,1
12338,412119,21456,Snapdeal,02-01-2017,2017,1
12339,412120,22222,Snapdeal,10-11-2011,2011,1
12340,412121,22229,Snapdeal,11-06-2016,2016,1
12341,412122,22232,Amazon,11-03-2012,2012,1
12342,412123,12237,Amazon,07-10-2016,2016,1
12343,412124,22249,Amazon,02-09-2013,2013,2
12344,412125,21193,Amazon,11-01-2010,2010,1
12345,412126,21203,Amazon,06-02-2013,2013,2
12346,412127,21207,Amazon,07-01-2010,2010,3
12347,412128,21254,Amazon,08-03-2012,2012,3
12348,412129,21259,Amazon,05-06-2014,2014,3
12349,412130,21265,Flipkart,05-06-2011,2011,4
12350,412131,21380,Flipkart,07-11-2013,2013,1
12351,412132,20293,Snapdeal,03-05-2013,2013,2
12352,412133,20502,Amazon,04-05-2017,2017,1
12353,412134,20512,Snapdeal,09-04-2013,2013,1
12354,412135,20695,Snapdeal,08-08-2016,2016,1
12355,412136,20826,Snapdeal,09-04-2011,2011,1
12356,412137,20836,Snapdeal,08-10-2012,2012,1
12357,412138,20900,Amazon,08-07-2012,2012,1
12358,412139,20901,Amazon,07-11-2015,2015,1
12359,412140,20992,Amazon,11-02-2010,2010,2
12360,412141,21041,Amazon,07-02-2014,2014,2
12361,412142,21069,Amazon,03-07-2013,2013,1
12362,412143,21136,Amazon,11-09-2010,2010,1
12363,412144,21149,Amazon,02-05-2013,2013,1
12364,412145,21192,Amazon,08-02-2014,2014,1
12365,412146,21193,Amazon,07-04-2015,2015,1
12366,412147,21203,Amazon,12-10-2015,2015,1
12367,412148,21207,Amazon,03-11-2015,2015,3
12368,412149,21254,Amazon,06-03-2010,2010,4
12369,412150,21259,Amazon,03-05-2017,2017,2
12370,412151,21265,Flipkart,05-05-2012,2012,1
12371,412152,21380,Snapdeal,08-02-2010,2010,2
12372,412153,21386,Snapdeal,11-08-2015,2015,3
12373,412154,21390,Snapdeal,06-12-2010,2010,4
12374,412155,21450,Snapdeal,04-05-2015,2015,1
12375,412156,21455,Flipkart,12-01-2013,2013,1
12376,412157,21456,Flipkart,05-08-2015,2015,1
12377,412158,22222,Flipkart,02-02-2017,2017,1
12378,412159,22229,Snapdeal,07-11-2010,2010,1
12379,412160,22232,Snapdeal,01-11-2015,2015,1
12380,412161,12237,Snapdeal,12-04-2012,2012,1
12381,412162,22249,Snapdeal,05-04-2011,2011,1
12382,412163,22253,Snapdeal,09-04-2015,2015,1
12383,412164,22256,Snapdeal,03-05-2010,2010,1
12384,412165,22260,Snapdeal,01-07-2013,2013,1
12385,412166,20512,Snapdeal,04-11-2014,2014,1
12386,412167,20695,Snapdeal,02-11-2015,2015,1
12387,412168,20826,Snapdeal,08-09-2013,2013,1
12388,412169,20836,Snapdeal,11-03-2015,2015,1
12389,412170,20900,Snapdeal,01-12-2011,2011,1
12390,412171,20901,Snapdeal,05-10-2010,2010,1
12391,412172,20992,Snapdeal,02-04-2013,2013,1
12392,412173,21041,Snapdeal,10-12-2013,2013,1
12393,412174,21069,Amazon,08-07-2013,2013,1
12394,412175,21136,Amazon,10-12-2015,2015,1
12395,412176,21149,Amazon,06-08-2011,2011,1
12396,412177,21192,Snapdeal,12-07-2012,2012,1
12397,412178,21193,Snapdeal,01-09-2010,2010,1
12398,412179,21203,Snapdeal,12-11-2012,2012,1
12399,412180,21207,Flipkart,09-10-2016,2016,1
12400,412181,21254,Flipkart,05-04-2017,2017,1
12401,412182,21259,Flipkart,01-10-2014,2014,1
12402,412183,21265,Flipkart,01-01-2011,2011,1
12403,412184,21380,Flipkart,02-12-2014,2014,1
12404,412185,21386,Flipkart,02-11-2016,2016,1
12405,412186,21390,Flipkart,02-08-2017,2017,1
12406,412187,21450,Flipkart,03-10-2011,2011,1
12407,412188,21455,Flipkart,09-01-2013,2013,1
12408,412189,21456,Flipkart,01-04-2012,2012,1
12409,412190,22222,Snapdeal,08-04-2013,2013,1
12410,412191,22229,Snapdeal,06-11-2016,2016,1
12411,412192,22232,Snapdeal,11-11-2012,2012,1
12412,412193,12237,Amazon,04-09-2012,2012,1
12413,412194,22249,Amazon,10-12-2010,2010,1
12414,412195,21193,Amazon,03-10-2010,2010,1
12415,412196,21203,Amazon,04-02-2013,2013,1
12416,412197,21207,Amazon,11-02-2014,2014,1
12417,412198,21254,Amazon,09-08-2012,2012,3
12418,412199,21259,Amazon,03-08-2013,2013,3
12419,412200,21265,Amazon,11-03-2016,2016,3
12420,412201,21380,Flipkart,07-06-2012,2012,3
12421,412202,21386,Flipkart,04-09-2013,2013,3
12422,412203,21390,Snapdeal,02-01-2012,2012,3
12423,412204,21450,Amazon,06-09-2011,2011,3
12424,412205,21455,Snapdeal,12-05-2014,2014,3
12425,412206,21456,Snapdeal,08-11-2010,2010,3
12426,412207,22222,Snapdeal,10-08-2016,2016,3
12427,412208,22229,Snapdeal,12-05-2013,2013,3
12428,412209,22232,Amazon,11-05-2012,2012,3
12429,412210,21193,Amazon,07-06-2011,2011,2
12430,412211,21203,Amazon,08-01-2015,2015,2
12431,412212,21207,Amazon,10-07-2016,2016,1
12432,412213,21254,Amazon,04-10-2010,2010,1
12433,412214,21259,Amazon,11-09-2016,2016,1
12434,412215,21265,Amazon,12-04-2010,2010,1
12435,412216,21380,Amazon,01-05-2013,2013,1
12436,412217,21386,Amazon,06-08-2014,2014,2
12437,412218,21390,Amazon,06-12-2014,2014,2
12438,412219,21450,Amazon,09-01-2010,2010,2
12439,412220,21455,Amazon,06-12-2013,2013,2
12440,412221,21456,Amazon,09-03-2014,2014,2
12441,412222,22222,Flipkart,11-03-2016,2016,2
12442,412223,22229,Snapdeal,05-02-2016,2016,2
12443,412224,22232,Snapdeal,08-05-2010,2010,2
12444,412225,12237,Snapdeal,10-10-2016,2016,2
12445,412226,22249,Snapdeal,05-11-2012,2012,2
12446,412227,22253,Flipkart,04-08-2017,2017,1
12447,412228,22256,Flipkart,09-03-2014,2014,1
12448,412229,22260,Flipkart,03-11-2016,2016,1
12449,412230,20512,Snapdeal,10-02-2011,2011,1
12450,412231,20695,Snapdeal,11-06-2015,2015,1
12451,412232,20826,Snapdeal,01-12-2015,2015,1
12452,412233,20836,Snapdeal,07-08-2013,2013,1
12453,412234,20900,Snapdeal,08-11-2014,2014,1
12454,412235,20901,Snapdeal,12-06-2013,2013,1
12455,412236,20992,Snapdeal,02-09-2016,2016,2
12456,412237,21041,Snapdeal,12-08-2014,2014,1
12457,412238,21069,Snapdeal,01-09-2013,2013,2
12458,412239,21136,Snapdeal,08-06-2016,2016,3
12459,412240,21149,Snapdeal,09-12-2011,2011,3
12460,412241,21192,Snapdeal,02-12-2014,2014,3
12461,412242,21193,Snapdeal,07-04-2014,2014,4
12462,412243,21203,Snapdeal,01-11-2014,2014,1
12463,412244,21207,Snapdeal,10-10-2014,2014,2
12464,412245,21254,Amazon,02-01-2016,2016,1
12465,412246,21259,Amazon,05-08-2017,2017,1
12466,412247,21265,Amazon,06-10-2017,2017,1
12467,412248,21380,Snapdeal,08-04-2011,2011,1
12468,412249,21386,Snapdeal,01-12-2015,2015,1
12469,412250,21390,Snapdeal,03-06-2013,2013,1
12470,412251,21450,Flipkart,12-01-2012,2012,1
12471,412252,21455,Flipkart,08-02-2012,2012,2
12472,412253,21456,Flipkart,08-11-2016,2016,2
12473,412254,22222,Flipkart,07-12-2017,2017,1
12474,412255,22229,Flipkart,10-01-2012,2012,1
12475,412256,22232,Flipkart,08-06-2011,2011,1
12476,412257,12237,Flipkart,04-12-2016,2016,1
12477,412258,22249,Flipkart,04-07-2012,2012,1
12478,412259,21193,Flipkart,08-08-2011,2011,1
12479,412260,21203,Flipkart,06-08-2017,2017,3
12480,412261,21207,Snapdeal,10-04-2013,2013,4
12481,412262,21254,Snapdeal,08-05-2013,2013,2
12482,412263,20901,Snapdeal,04-12-2016,2016,1
12483,412264,20992,Amazon,01-08-2017,2017,2
12484,412265,21041,Amazon,01-04-2011,2011,3
12485,412266,21069,Amazon,11-08-2015,2015,4
12486,412267,21136,Amazon,10-04-2010,2010,1
12487,412268,21149,Amazon,06-10-2010,2010,1
12488,412269,21192,Amazon,09-09-2013,2013,1
12489,412270,21193,Amazon,10-03-2016,2016,1
12490,412271,21203,Amazon,07-01-2010,2010,1
12491,412272,21207,Flipkart,11-12-2013,2013,1
12492,412273,21254,Flipkart,04-11-2016,2016,1
12493,412274,21259,Snapdeal,05-03-2011,2011,1
12494,412275,21265,Amazon,05-01-2014,2014,1
12495,412276,21380,Snapdeal,11-09-2014,2014,1
12496,412277,21386,Snapdeal,06-05-2011,2011,1
12497,412278,21390,Snapdeal,07-10-2010,2010,1
12498,412279,21450,Snapdeal,05-08-2014,2014,1
12499,412280,21455,Amazon,01-09-2012,2012,1
12500,412281,21456,Amazon,07-12-2017,2017,1
12501,412282,22222,Amazon,10-10-2011,2011,1
12502,412283,22229,Amazon,01-11-2015,2015,1
12503,412284,22232,Amazon,07-11-2011,2011,1
12504,412285,12237,Amazon,06-02-2015,2015,1
12505,412286,22249,Amazon,06-04-2014,2014,1
12506,412287,22253,Amazon,01-04-2010,2010,1
12507,412288,22256,Amazon,04-06-2017,2017,1
12508,412289,22260,Amazon,09-08-2010,2010,1
12509,412290,20512,Amazon,07-01-2014,2014,1
12510,412291,20695,Amazon,09-05-2010,2010,1
12511,412292,20826,Amazon,09-09-2013,2013,1
12512,412293,20836,Flipkart,07-02-2013,2013,1
12513,412294,20900,Snapdeal,01-01-2015,2015,1
12514,412295,20901,Snapdeal,06-09-2011,2011,1
12515,412296,20992,Snapdeal,11-08-2016,2016,1
12516,412297,21041,Snapdeal,04-04-2011,2011,1
12517,412298,21069,Flipkart,01-07-2011,2011,1
12518,412299,21136,Flipkart,06-08-2011,2011,1
12519,412300,21149,Flipkart,10-04-2010,2010,1
12520,412301,21192,Snapdeal,07-01-2017,2017,1
12521,412302,21193,Snapdeal,07-07-2010,2010,1
12522,412303,21203,Snapdeal,09-03-2011,2011,1
12523,412304,21207,Snapdeal,11-01-2015,2015,1
12524,412305,21254,Snapdeal,02-12-2013,2013,1
12525,412306,21259,Snapdeal,12-09-2011,2011,1
12526,412307,21265,Snapdeal,07-05-2017,2017,1
12527,412308,21380,Snapdeal,02-12-2012,2012,1
12528,412309,21386,Snapdeal,07-12-2017,2017,1
12529,412310,21390,Snapdeal,01-07-2012,2012,3
12530,412311,21450,Snapdeal,07-05-2011,2011,3
12531,412312,20900,Snapdeal,02-09-2014,2014,3
12532,412313,20901,Snapdeal,06-04-2017,2017,3
12533,412314,20992,Snapdeal,01-11-2016,2016,3
12534,412315,21041,Snapdeal,06-02-2017,2017,3
12535,412316,21069,Amazon,01-11-2013,2013,3
12536,412317,21136,Amazon,12-10-2013,2013,3
12537,412318,21149,Amazon,08-08-2014,2014,3
12538,412319,21192,Snapdeal,07-08-2017,2017,3
12539,412320,21193,Snapdeal,10-12-2010,2010,3
12540,412321,21203,Snapdeal,11-04-2013,2013,3
12541,412322,21207,Flipkart,05-11-2011,2011,2
12542,412323,21254,Flipkart,04-04-2015,2015,2
12543,412324,21259,Flipkart,02-08-2010,2010,1
12544,412325,21265,Flipkart,05-11-2013,2013,1
12545,412326,21380,Flipkart,07-12-2012,2012,1
12546,412327,21386,Flipkart,09-08-2016,2016,1
12547,412328,21390,Flipkart,01-05-2014,2014,1
12548,412329,21450,Flipkart,02-10-2015,2015,2
12549,412330,21455,Flipkart,05-05-2011,2011,2
12550,412331,21456,Flipkart,04-02-2013,2013,2
12551,412332,22222,Snapdeal,09-05-2014,2014,2
12552,412333,22229,Snapdeal,07-02-2016,2016,2
12553,412334,22232,Snapdeal,01-02-2014,2014,2
12554,412335,12237,Amazon,04-12-2010,2010,2
12555,412336,22249,Amazon,11-06-2013,2013,2
12556,412337,22253,Amazon,03-05-2011,2011,2
12557,412338,22256,Amazon,02-10-2012,2012,2
12558,412339,22260,Amazon,06-09-2010,2010,1
12559,412340,20512,Amazon,10-08-2013,2013,1
12560,412341,20695,Amazon,02-06-2015,2015,1
12561,412342,20826,Amazon,05-05-2014,2014,1
12562,412343,20836,Flipkart,02-05-2011,2011,1
12563,412344,20900,Flipkart,09-04-2016,2016,1
12564,412345,20901,Snapdeal,01-05-2011,2011,1
12565,412346,20992,Amazon,06-10-2014,2014,1
12566,412347,21041,Snapdeal,09-09-2010,2010,1
12567,412348,21069,Snapdeal,10-06-2010,2010,2
12568,412349,21136,Snapdeal,01-02-2015,2015,1
12569,412350,21149,Snapdeal,10-07-2013,2013,2
12570,412351,21192,Amazon,10-08-2012,2012,3
12571,412352,21193,Amazon,06-11-2010,2010,3
12572,412353,21203,Amazon,05-07-2010,2010,3
12573,412354,21207,Amazon,05-10-2014,2014,4
12574,412355,21254,Amazon,02-07-2016,2016,1
12575,412356,21259,Amazon,07-12-2016,2016,2
12576,412357,21265,Amazon,02-08-2014,2014,1
12577,412358,21380,Amazon,03-01-2014,2014,1
12578,412359,21386,Amazon,10-04-2016,2016,1
12579,412360,21390,Amazon,04-08-2011,2011,1
12580,412361,21450,Amazon,07-09-2010,2010,1
12581,412362,21455,Amazon,09-10-2012,2012,1
12582,412363,21456,Amazon,02-03-2017,2017,1
12583,412364,22222,Flipkart,08-02-2010,2010,1
12584,412365,22229,Snapdeal,11-04-2011,2011,2
12585,412366,22232,Snapdeal,12-06-2014,2014,2
12586,412367,12237,Snapdeal,02-05-2016,2016,1
12587,412368,22249,Snapdeal,05-09-2015,2015,1
12588,412369,21193,Flipkart,06-10-2017,2017,1
12589,412370,21203,Flipkart,10-06-2011,2011,1
12590,412371,21207,Flipkart,07-06-2015,2015,1
12591,412372,21254,Snapdeal,04-12-2011,2011,1
12592,412373,21259,Snapdeal,03-04-2014,2014,3
